,Rule,Confidence,Support,Lift
1165,"(""'T1033'"", ""'T1057'"", ""'T1070.004'"") -> (""'T1082'"",)",0.9649122807017544,0.07372654155495978,2.214844804318488
281,"(""'T1082'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9642857142857144,0.07238605898123325,5.368336886993604
19,"(""'T1566.001'"",) -> (""'T1204.002'"",)",0.9626168224299064,0.1380697050938338,5.3590458920351525
1286,"(""'T1033'"", ""'T1105'"", ""'T1113'"") -> (""'T1082'"",)",0.9615384615384616,0.06702412868632708,2.2071005917159763
1152,"(""'T1033'"", ""'T1057'"", ""'T1105'"") -> (""'T1082'"",)",0.9615384615384616,0.1005361930294906,2.2071005917159763
2456,"(""'T1027'"", ""'T1071.001'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9607843137254902,0.06568364611260054,5.348844015218027
1203,"(""'T1033'"", ""'T1057'"", ""'T1547.001'"") -> (""'T1082'"",)",0.96,0.064343163538874,2.2035692307692307
2342,"(""'T1027'"", ""'T1059.003'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.96,0.064343163538874,5.344477611940299
2397,"(""'T1027'"", ""'T1059.001'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9565217391304348,0.05898123324396784,5.325113562621674
810,"(""'T1033'"", ""'T1083'"") -> (""'T1082'"",)",0.9565217391304348,0.11796246648793565,2.1955852842809365
1621,"(""'T1059.001'"", ""'T1059.003'"", ""'T1083'"") -> (""'T1105'"",)",0.9565217391304348,0.05898123324396784,1.8296544035674467
331,"(""'T1204.002'"", ""'T1566.002'"") -> (""'T1204.001'"",)",0.9565217391304348,0.05898123324396784,12.518688024408847
219,"(""'T1053.005'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9555555555555556,0.05764075067024128,5.319734660033167
1891,"(""'T1016'"", ""'T1041'"", ""'T1083'"") -> (""'T1082'"",)",0.9555555555555556,0.05764075067024128,2.193367521367521
366,"(""'T1105'"", ""'T1566.002'"") -> (""'T1204.001'"",)",0.9555555555555556,0.05764075067024128,12.506042884990256
1747,"(""'T1059.003'"", ""'T1071.001'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9545454545454546,0.05630026809651475,5.314111261872456
2683,"(""'T1027'"", ""'T1057'"", ""'T1518.001'"") -> (""'T1082'"",)",0.9545454545454546,0.05630026809651475,2.191048951048951
746,"(""'T1027'"", ""'T1566.002'"") -> (""'T1204.001'"",)",0.9545454545454546,0.05630026809651475,12.49282296650718
1843,"(""'T1059.003'"", ""'T1070.004'"", ""'T1204.002'"") -> (""'T1105'"",)",0.9534883720930232,0.054959785522788206,1.8238521168753727
71,"(""'T1057'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9534883720930232,0.054959785522788206,5.30822631030892
1294,"(""'T1033'"", ""'T1083'"", ""'T1113'"") -> (""'T1082'"",)",0.9534883720930232,0.054959785522788206,2.1886225402504467
1670,"(""'T1059.001'"", ""'T1059.003'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9523809523809524,0.05361930294906166,5.302061122956644
1540,"(""'T1204.002'"", ""'T1566.001'"", ""'T1566.002'"") -> (""'T1204.001'"",)",0.9523809523809524,0.05361930294906166,12.464494569757726
1886,"(""'T1016'"", ""'T1041'"", ""'T1140'"") -> (""'T1082'"",)",0.9523809523809524,0.05361930294906166,2.1860805860805863
1208,"(""'T1033'"", ""'T1056.001'"", ""'T1083'"") -> (""'T1082'"",)",0.951219512195122,0.05227882037533512,2.1834146341463416
2498,"(""'T1027'"", ""'T1071.001'"", ""'T1518.001'"") -> (""'T1082'"",)",0.951219512195122,0.05227882037533512,2.1834146341463416
195,"(""'T1036.005'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.951219512195122,0.05227882037533512,5.295595194757918
1768,"(""'T1059.003'"", ""'T1082'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.95,0.05093833780160858,5.288805970149254
1235,"(""'T1027'"", ""'T1204.002'"", ""'T1566.002'"") -> (""'T1204.001'"",)",0.95,0.05093833780160858,12.433333333333335
1236,"(""'T1033'"", ""'T1056.001'"", ""'T1071.001'"") -> (""'T1105'"",)",0.95,0.05093833780160858,1.8171794871794875
1523,"(""'T1083'"", ""'T1105'"", ""'T1518.001'"") -> (""'T1082'"",)",0.95,0.05093833780160858,2.180615384615385
1239,"(""'T1033'"", ""'T1056.001'"", ""'T1059.003'"") -> (""'T1082'"",)",0.95,0.05093833780160858,2.180615384615385
2022,"(""'T1016'"", ""'T1057'"", ""'T1070.004'"") -> (""'T1082'"",)",0.9491525423728814,0.07506702412868632,2.1786701434159057
1170,"(""'T1033'"", ""'T1057'"", ""'T1059.003'"") -> (""'T1082'"",)",0.9482758620689656,0.07372654155495978,2.1766578249336868
1325,"(""'T1033'"", ""'T1083'"", ""'T1105'"") -> (""'T1082'"",)",0.9480519480519479,0.09785522788203753,2.176143856143856
723,"(""'T1033'"", ""'T1057'"") -> (""'T1082'"",)",0.9473684210526316,0.12064343163538875,2.174574898785425
999,"(""'T1036.005'"", ""'T1071.001'"", ""'T1082'"") -> (""'T1105'"",)",0.9473684210526316,0.07238605898123325,1.8121457489878543
720,"(""'T1033'"", ""'T1056.001'"") -> (""'T1082'"",)",0.9464285714285714,0.07104557640750671,2.1724175824175824
1290,"(""'T1033'"", ""'T1083'"", ""'T1547.001'"") -> (""'T1082'"",)",0.9423076923076924,0.06568364611260054,2.1629585798816566
1274,"(""'T1033'"", ""'T1083'"", ""'T1547.001'"") -> (""'T1105'"",)",0.9423076923076924,0.06568364611260054,1.802465483234714
1905,"(""'T1016'"", ""'T1033'"", ""'T1140'"") -> (""'T1082'"",)",0.9411764705882352,0.064343163538874,2.1603619909502263
2054,"(""'T1016'"", ""'T1070.004'"", ""'T1083'"") -> (""'T1082'"",)",0.9402985074626866,0.08445040214477212,2.1583467278989668
1289,"(""'T1033'"", ""'T1105'"", ""'T1106'"") -> (""'T1082'"",)",0.94,0.06300268096514745,2.1576615384615385
1195,"(""'T1033'"", ""'T1057'"", ""'T1547.001'"") -> (""'T1105'"",)",0.94,0.06300268096514745,1.798051282051282
2038,"(""'T1016'"", ""'T1057'"", ""'T1105'"") -> (""'T1082'"",)",0.9397590361445785,0.10455764075067024,2.15710843373494
1175,"(""'T1033'"", ""'T1056.001'"", ""'T1105'"") -> (""'T1082'"",)",0.9375,0.060321715817694375,2.151923076923077
415,"(""'T1059.003'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9375,0.08042895442359249,5.219216417910448
1326,"(""'T1033'"", ""'T1070.004'"", ""'T1083'"") -> (""'T1082'"",)",0.9365079365079364,0.07908847184986595,2.1496459096459097
1160,"(""'T1033'"", ""'T1057'"", ""'T1071.001'"") -> (""'T1082'"",)",0.9365079365079364,0.07908847184986595,2.1496459096459097
994,"(""'T1036.005'"", ""'T1071.001'"", ""'T1547.001'"") -> (""'T1105'"",)",0.9361702127659576,0.05898123324396784,1.7907255864702671
351,"(""'T1083'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9347826086956522,0.05764075067024128,5.204088254380271
569,"(""'T1016'"", ""'T1518.001'"") -> (""'T1082'"",)",0.9347826086956522,0.05764075067024128,2.1456856187290967
463,"(""'T1070.004'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9333333333333332,0.05630026809651475,5.196019900497513
2001,"(""'T1027'"", ""'T1033'"", ""'T1057'"") -> (""'T1082'"",)",0.9333333333333332,0.07506702412868632,2.142358974358974
2309,"(""'T1005'"", ""'T1059.003'"", ""'T1106'"") -> (""'T1105'"",)",0.9318181818181818,0.054959785522788206,1.7824009324009324
1623,"(""'T1059.001'"", ""'T1059.003'"", ""'T1082'"") -> (""'T1105'"",)",0.9310344827586208,0.07238605898123325,1.780901856763926
2226,"(""'T1012'"", ""'T1057'"", ""'T1083'"") -> (""'T1082'"",)",0.9302325581395348,0.05361930294906166,2.135241502683363
677,"(""'T1005'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9302325581395348,0.05361930294906166,5.178757375911141
336,"(""'T1566.001'"", ""'T1566.002'"") -> (""'T1204.001'"",)",0.9302325581395348,0.05361930294906166,12.174622603019175
1536,"(""'T1566.001'"", ""'T1566.002'"") -> (""'T1204.001'"", ""'T1204.002'"")",0.9302325581395348,0.05361930294906166,15.421188630490954
511,"(""'T1016'"", ""'T1124'"") -> (""'T1082'"",)",0.9285714285714286,0.05227882037533512,2.131428571428572
2688,"(""'T1057'"", ""'T1082'"", ""'T1204.002'"") -> (""'T1027'"",)",0.9285714285714286,0.05227882037533512,2.192133815551537
1939,"(""'T1016'"", ""'T1033'"", ""'T1041'"") -> (""'T1082'"",)",0.9285714285714286,0.05227882037533512,2.131428571428572
809,"(""'T1033'"", ""'T1573.001'"") -> (""'T1082'"",)",0.9285714285714286,0.05227882037533512,2.131428571428572
705,"(""'T1027.002'"", ""'T1070.004'"") -> (""'T1105'"",)",0.9285714285714286,0.05227882037533512,1.7761904761904759
17,"(""'T1566.002'"",) -> (""'T1204.001'"",)",0.9285714285714286,0.06970509383378018,12.152882205513786
2025,"(""'T1016'"", ""'T1059.001'"", ""'T1059.003'"") -> (""'T1105'"",)",0.9285714285714286,0.05227882037533512,1.7761904761904759
1478,"(""'T1070.004'"", ""'T1071.001'"", ""'T1204.002'"") -> (""'T1105'"",)",0.9285714285714286,0.05227882037533512,1.7761904761904759
2522,"(""'T1071.001'"", ""'T1140'"", ""'T1204.002'"") -> (""'T1027'"",)",0.9285714285714286,0.05227882037533512,2.192133815551537
2020,"(""'T1016'"", ""'T1105'"", ""'T1113'"") -> (""'T1082'"",)",0.9285714285714286,0.05227882037533512,2.131428571428572
2494,"(""'T1071.001'"", ""'T1082'"", ""'T1566.001'"") -> (""'T1027'"",)",0.9285714285714286,0.05227882037533512,2.192133815551537
2248,"(""'T1012'"", ""'T1070.004'"", ""'T1083'"") -> (""'T1082'"",)",0.9285714285714286,0.05227882037533512,2.131428571428572
1313,"(""'T1036.005'"", ""'T1059.003'"", ""'T1071.001'"") -> (""'T1105'"",)",0.9272727272727272,0.06836461126005362,1.773706293706294
1994,"(""'T1016'"", ""'T1083'"", ""'T1547.001'"") -> (""'T1082'"",)",0.9272727272727272,0.06836461126005362,2.128447552447553
2006,"(""'T1016'"", ""'T1140'"", ""'T1547.001'"") -> (""'T1082'"",)",0.9268292682926829,0.05093833780160858,2.1274296435272047
1466,"(""'T1059.003'"", ""'T1083'"", ""'T1204.002'"") -> (""'T1105'"",)",0.9268292682926829,0.05093833780160858,1.7728580362726705
2708,"(""'T1027'"", ""'T1059.001'"", ""'T1059.005'"") -> (""'T1105'"",)",0.9268292682926829,0.05093833780160858,1.7728580362726705
583,"(""'T1016'"", ""'T1566.001'"") -> (""'T1204.002'"",)",0.9268292682926829,0.05093833780160858,5.159810702584638
1451,"(""'T1059.003'"", ""'T1140'"", ""'T1204.002'"") -> (""'T1105'"",)",0.9268292682926829,0.05093833780160858,1.7728580362726705
2087,"(""'T1005'"", ""'T1036.005'"", ""'T1059.003'"") -> (""'T1105'"",)",0.9268292682926829,0.05093833780160858,1.7728580362726705
1714,"(""'T1057'"", ""'T1105'"", ""'T1113'"") -> (""'T1082'"",)",0.925925925925926,0.06702412868632708,2.125356125356125
2502,"(""'T1071.001'"", ""'T1082'"", ""'T1204.002'"") -> (""'T1027'"",)",0.9245283018867924,0.06568364611260054,2.1825889658466684
950,"(""'T1056.001'"", ""'T1057'"", ""'T1083'"") -> (""'T1082'"",)",0.9230769230769232,0.064343163538874,2.118816568047337
1861,"(""'T1016'"", ""'T1033'"", ""'T1071.001'"") -> (""'T1082'"",)",0.9220779220779219,0.09517426273458444,2.116523476523476
1496,"(""'T1059.005'"", ""'T1105'"", ""'T1204.002'"") -> (""'T1566.001'"",)",0.9215686274509804,0.06300268096514745,6.425142019424592
1288,"(""'T1033'"", ""'T1082'"", ""'T1106'"") -> (""'T1105'"",)",0.9215686274509804,0.06300268096514745,1.7627953745600804
1899,"(""'T1016'"", ""'T1033'"", ""'T1140'"") -> (""'T1105'"",)",0.9215686274509804,0.06300268096514745,1.7627953745600804
894,"(""'T1027'"", ""'T1518.001'"") -> (""'T1082'"",)",0.9206349206349206,0.0777479892761394,2.113211233211233
1710,"(""'T1057'"", ""'T1105'"", ""'T1518.001'"") -> (""'T1082'"",)",0.92,0.06166219839142091,2.1117538461538463
1616,"(""'T1059.003'"", ""'T1083'"", ""'T1113'"") -> (""'T1105'"",)",0.92,0.06166219839142091,1.7597948717948717
376,"(""'T1083'"", ""'T1518.001'"") -> (""'T1082'"",)",0.92,0.06166219839142091,2.1117538461538463
1015,"(""'T1041'"", ""'T1070.004'"", ""'T1083'"") -> (""'T1082'"",)",0.92,0.06166219839142091,2.1117538461538463
1283,"(""'T1033'"", ""'T1105'"", ""'T1140'"") -> (""'T1082'"",)",0.9193548387096774,0.07640750670241286,2.110272952853598
1985,"(""'T1016'"", ""'T1071.001'"", ""'T1083'"") -> (""'T1082'"",)",0.9178082191780822,0.08981233243967829,2.1067228661749207
684,"(""'T1012'"", ""'T1033'"") -> (""'T1082'"",)",0.9166666666666666,0.05898123324396784,2.104102564102564
285,"(""'T1518.001'"", ""'T1547.001'"") -> (""'T1082'"",)",0.9166666666666666,0.05898123324396784,2.104102564102564
2603,"(""'T1027'"", ""'T1041'"", ""'T1070.004'"") -> (""'T1082'"",)",0.9166666666666666,0.05898123324396784,2.104102564102564
1866,"(""'T1016'"", ""'T1033'"", ""'T1070.004'"") -> (""'T1082'"",)",0.9166666666666666,0.07372654155495978,2.104102564102564
2396,"(""'T1027'"", ""'T1059.001'"", ""'T1204.002'"") -> (""'T1566.001'"",)",0.9166666666666666,0.05898123324396784,6.390965732087227
367,"(""'T1105'"", ""'T1204.001'"") -> (""'T1566.002'"",)",0.9148936170212766,0.05764075067024128,12.187689969604865
2475,"(""'T1082'"", ""'T1204.002'"", ""'T1547.001'"") -> (""'T1027'"",)",0.9148936170212766,0.05764075067024128,2.1598437920818743
2335,"(""'T1059.005'"", ""'T1082'"", ""'T1105'"") -> (""'T1027'"",)",0.9148936170212766,0.05764075067024128,2.1598437920818743
1032,"(""'T1041'"", ""'T1059.003'"", ""'T1070.004'"") -> (""'T1082'"",)",0.9148936170212766,0.05764075067024128,2.1000327332242223
1168,"(""'T1033'"", ""'T1057'"", ""'T1059.003'"") -> (""'T1105'"",)",0.913793103448276,0.07104557640750671,1.7479221927497792
2040,"(""'T1016'"", ""'T1057'"", ""'T1083'"") -> (""'T1082'"",)",0.9135802469135802,0.09919571045576407,2.0970180436847103
2016,"(""'T1016'"", ""'T1105'"", ""'T1132.001'"") -> (""'T1082'"",)",0.9130434782608696,0.05630026809651475,2.0957859531772582
344,"(""'T1204.002'"", ""'T1566.002'"") -> (""'T1566.001'"",)",0.9130434782608696,0.05630026809651475,6.3657049979683045
2559,"(""'T1036.005'"", ""'T1082'"", ""'T1140'"") -> (""'T1027'"",)",0.9130434782608696,0.05630026809651475,2.155476059438635
2137,"(""'T1005'"", ""'T1041'"", ""'T1083'"") -> (""'T1082'"",)",0.9130434782608696,0.05630026809651475,2.0957859531772582
2035,"(""'T1016'"", ""'T1057'"", ""'T1547.001'"") -> (""'T1082'"",)",0.912280701754386,0.06970509383378018,2.0940350877192984
18,"(""'T1204.001'"",) -> (""'T1566.002'"",)",0.912280701754386,0.06970509383378018,12.152882205513786
955,"(""'T1056.001'"", ""'T1057'"", ""'T1070.004'"") -> (""'T1082'"",)",0.9111111111111112,0.054959785522788206,2.0913504273504278
2633,"(""'T1036.005'"", ""'T1070.004'"", ""'T1140'"") -> (""'T1027'"",)",0.9111111111111112,0.054959785522788206,2.1509142053445847
801,"(""'T1033'"", ""'T1106'"") -> (""'T1082'"",)",0.9107142857142856,0.06836461126005362,2.0904395604395605
1246,"(""'T1033'"", ""'T1041'"", ""'T1105'"") -> (""'T1082'"",)",0.9090909090909092,0.06702412868632708,2.0867132867132865
2094,"(""'T1005'"", ""'T1033'"", ""'T1083'"") -> (""'T1082'"",)",0.9090909090909092,0.05361930294906166,2.0867132867132865
1364,"(""'T1033'"", ""'T1071.001'"", ""'T1547.001'"") -> (""'T1082'"",)",0.9090909090909092,0.08042895442359249,2.086713286713287
1968,"(""'T1016'"", ""'T1083'"", ""'T1105'"") -> (""'T1082'"",)",0.9090909090909092,0.10723860589812333,2.0867132867132865
1752,"(""'T1059.003'"", ""'T1071.001'"", ""'T1566.001'"") -> (""'T1105'"",)",0.9090909090909092,0.05361930294906166,1.7389277389277389
2251,"(""'T1012'"", ""'T1057'"", ""'T1105'"") -> (""'T1082'"",)",0.9090909090909092,0.05361930294906166,2.0867132867132865
754,"(""'T1027'"", ""'T1566.002'"") -> (""'T1204.002'"",)",0.9090909090909092,0.05361930294906166,5.061058344640434
1538,"(""'T1204.001'"", ""'T1204.002'"", ""'T1566.002'"") -> (""'T1566.001'"",)",0.9090909090909092,0.05361930294906166,6.338147833474937
1332,"(""'T1033'"", ""'T1059.003'"", ""'T1547.001'"") -> (""'T1105'"",)",0.9076923076923076,0.07908847184986595,1.7362524654832348
1374,"(""'T1033'"", ""'T1070.004'"", ""'T1547.001'"") -> (""'T1105'"",)",0.9074074074074074,0.06568364611260054,1.7357075023741693
1890,"(""'T1016'"", ""'T1041'"", ""'T1105'"") -> (""'T1082'"",)",0.9074074074074074,0.06568364611260054,2.082849002849003
2210,"(""'T1005'"", ""'T1082'"", ""'T1106'"") -> (""'T1105'"",)",0.9069767441860463,0.05227882037533512,1.7348837209302326
1084,"(""'T1057'"", ""'T1070.004'"", ""'T1105'"") -> (""'T1082'"",)",0.9058823529411764,0.1032171581769437,2.079348416289593
1013,"(""'T1041'"", ""'T1070.004'"", ""'T1105'"") -> (""'T1082'"",)",0.9056603773584906,0.064343163538874,2.0788388969521043
1894,"(""'T1016'"", ""'T1041'"", ""'T1071.001'"") -> (""'T1082'"",)",0.9056603773584906,0.064343163538874,2.0788388969521043
1237,"(""'T1027'"", ""'T1204.001'"", ""'T1566.002'"") -> (""'T1204.002'"",)",0.9047619047619048,0.05093833780160858,5.036958066808813
1408,"(""'T1070.004'"", ""'T1083'"", ""'T1112'"") -> (""'T1082'"",)",0.9047619047619048,0.05093833780160858,2.076776556776557
1437,"(""'T1070.004'"", ""'T1204.002'"", ""'T1566.001'"") -> (""'T1105'"",)",0.9047619047619048,0.05093833780160858,1.7306471306471305
2199,"(""'T1012'"", ""'T1057'"", ""'T1070.004'"") -> (""'T1082'"",)",0.9047619047619048,0.05093833780160858,2.076776556776557
856,"(""'T1057'"", ""'T1059.005'"") -> (""'T1027'"",)",0.9047619047619048,0.05093833780160858,2.135925256178421
1041,"(""'T1057'"", ""'T1059.003'"", ""'T1113'"") -> (""'T1105'"",)",0.9047619047619048,0.05093833780160858,1.7306471306471305
1336,"(""'T1033'"", ""'T1059.003'"", ""'T1083'"") -> (""'T1105'"",)",0.9047619047619048,0.07640750670241286,1.7306471306471305
1282,"(""'T1033'"", ""'T1082'"", ""'T1140'"") -> (""'T1105'"",)",0.9047619047619048,0.07640750670241286,1.7306471306471305
1852,"(""'T1016'"", ""'T1033'"", ""'T1105'"") -> (""'T1082'"",)",0.9042553191489362,0.11394101876675605,2.0756137479541734
1309,"(""'T1036.005'"", ""'T1059.003'"", ""'T1082'"") -> (""'T1105'"",)",0.903846153846154,0.06300268096514745,1.7288954635108482
1025,"(""'T1041'"", ""'T1059.003'"", ""'T1083'"") -> (""'T1082'"",)",0.903846153846154,0.06300268096514745,2.0746745562130178
2486,"(""'T1027'"", ""'T1105'"", ""'T1518.001'"") -> (""'T1082'"",)",0.903846153846154,0.06300268096514745,2.0746745562130178
508,"(""'T1016'"", ""'T1113'"") -> (""'T1082'"",)",0.903846153846154,0.06300268096514745,2.0746745562130178
1001,"(""'T1056.001'"", ""'T1057'"", ""'T1105'"") -> (""'T1082'"",)",0.903846153846154,0.06300268096514745,2.0746745562130178
2057,"(""'T1016'"", ""'T1070.004'"", ""'T1071.001'"") -> (""'T1082'"",)",0.9032258064516128,0.07506702412868632,2.0732506203473946
